model,threshold,precision_positive,recall_positive,f1_positive,accuracy,balanced_accuracy,predicted_positive_rate
RandomForest,0.65,0.8108108108108109,0.11665586519766688,0.20396600566572237,0.824375,0.5550756482562594,0.02775
RandomForest,0.66,0.801980198019802,0.1049902786779002,0.1856733524355301,0.822375,0.5493977256793559,0.02525
RandomForest,0.67,0.8032786885245902,0.09526895657809462,0.17033603707995365,0.821,0.5448468059954125,0.022875
RandomForest,0.68,0.808641975308642,0.084899546338302,0.1536656891495601,0.819625,0.5400492775829655,0.02025
RandomForest,0.69,0.8357142857142857,0.07582631237848347,0.13903743315508021,0.818875,0.536132143334975,0.0175
RandomForest,0.7,0.8306451612903226,0.06675307841866494,0.1235752849430114,0.817375,0.5317503970380455,0.0155
RandomForest,0.71,0.8425925925925926,0.05897602073882048,0.11023622047244094,0.816375,0.5281716095640827,0.0135
RandomForest,0.72,0.8617021276595744,0.0524951393389501,0.09896151496640196,0.815625,0.5252409102301069,0.01175
RandomForest,0.73,0.8452380952380952,0.04601425793907971,0.08727719729563614,0.814375,0.5220004695301718,0.0105
RandomForest,0.74,0.8307692307692308,0.03499675955930007,0.06716417910447761,0.8125,0.5166465910232616,0.008125
RandomForest,0.75,0.8518518518518519,0.029812054439403757,0.057608015028177834,0.811875,0.514286544487783,0.00675
RandomForest,0.76,0.8666666666666667,0.025275437459494492,0.0491183879093199,0.81125,0.5121731066808081,0.005625
RandomForest,0.77,0.8529411764705882,0.018794556059624108,0.03677869372225745,0.810125,0.5090101013223628,0.00425
RandomForest,0.78,0.9,0.017498379779650033,0.034329307056579786,0.810125,0.5085168838653554,0.00375
RandomForest,0.79,0.88,0.014257939079714841,0.02806122448979592,0.8095,0.5068966635153879,0.003125
RandomForest,0.8,0.9473684210526315,0.011665586519766688,0.023047375160051217,0.80925,0.5057553579183935,0.002375
RandomForest,0.81,1.0,0.007128969539857421,0.014157014157014158,0.8085,0.5035644847699287,0.001375
RandomForest,0.82,1.0,0.0064808813998703824,0.0128783000643915,0.808375,0.5032404406999352,0.00125
RandomForest,0.83,1.0,0.0038885288399222295,0.007746933505487412,0.807875,0.5019442644199611,0.00075
RandomForest,0.84,1.0,0.0038885288399222295,0.007746933505487412,0.807875,0.5019442644199611,0.00075
RandomForest,0.85,1.0,0.002592352559948153,0.005171299288946348,0.807625,0.501296176279974,0.0005
RandomForest,0.86,1.0,0.0019442644199611147,0.0038809831824062097,0.8075,0.5009721322099806,0.000375
RandomForest,0.87,1.0,0.0012961762799740765,0.0025889967637540453,0.807375,0.5006480881399871,0.00025
RandomForest,0.88,1.0,0.0012961762799740765,0.0025889967637540453,0.807375,0.5006480881399871,0.00025
RandomForest,0.89,1.0,0.0006480881399870382,0.0012953367875647669,0.80725,0.5003240440699935,0.000125
RandomForest,0.9,0.0,0.0,0.0,0.807125,0.5,0.0
ExtraTrees,0.1,0.2261726919629519,0.9812054439403759,0.36760956658977784,0.348875,0.589487653052734,0.83675
ExtraTrees,0.11,0.23160804791890646,0.9773169151004537,0.3744723118947107,0.37025,0.6012494440764774,0.813875
ExtraTrees,0.12,0.2368088467614534,0.9714841218405703,0.38079512257081166,0.390625,0.611651926182791,0.79125
ExtraTrees,0.13,0.24173151750972763,0.966299416720674,0.38672026974452084,0.408875,0.6209846162122806,0.771
ExtraTrees,0.14,0.24699599465954605,0.9591704471808166,0.3928334439283344,0.428125,0.6301969627881782,0.749
ExtraTrees,0.15,0.2525321888412017,0.9533376539209333,0.3992942453854506,0.44675,0.6395153501136337,0.728125
ExtraTrees,0.16,0.2581042988019732,0.949449125081011,0.40587338966615877,0.463875,0.648644339526722,0.7095
ExtraTrees,0.17,0.2640072529465095,0.9436163318211277,0.41258146783791444,0.48175,0.6574981148032385,0.689375
ExtraTrees,0.18,0.2690374231986595,0.9364873622812703,0.417992479028059,0.497,0.6642325304514606,0.671375
ExtraTrees,0.19,0.27520122652357226,0.9306545690213869,0.4247892323620766,0.513875,0.6724668229960582,0.65225
ExtraTrees,0.2,0.28213228035538007,0.9261179520414776,0.4325060532687651,0.53125,0.6815040743636225,0.633125
ExtraTrees,0.21,0.2864941366761019,0.9183408943616331,0.4367390969332717,0.543125,0.6859011270631148,0.61825
ExtraTrees,0.22,0.29145936981757875,0.9112119248217757,0.4416522695146851,0.555625,0.6909319651985601,0.603
ExtraTrees,0.23,0.2973375931842385,0.9047310434219054,0.4475793523565245,0.56925,0.6969063301359179,0.586875
ExtraTrees,0.24,0.302031011137803,0.8963058976020739,0.45181313296308395,0.5805,0.7006695973994572,0.572375
ExtraTrees,0.25,0.3072114311230185,0.8917692806221647,0.45699103287944204,0.59125,0.7056027756680592,0.559875
ExtraTrees,0.26,0.3143184421534937,0.8891769280622165,0.46445497630331756,0.6045,0.7128244869519693,0.545625
ExtraTrees,0.27,0.32023529411764706,0.8820479585223591,0.4698774382875885,0.616125,0.7173132776969856,0.53125
ExtraTrees,0.28,0.32656514382402707,0.8755670771224887,0.47570422535211265,0.62775,0.7220486771705057,0.517125
ExtraTrees,0.29,0.33325037332005975,0.8677900194426442,0.481568063297968,0.639625,0.726445729869998,0.50225
ExtraTrees,0.3,0.3391393442622951,0.8580686973428386,0.4861391591701854,0.650125,0.7292511676275909,0.488
ExtraTrees,0.31,0.34549299497753105,0.847051198963059,0.490799849793466,0.661,0.7317956939526462,0.472875
ExtraTrees,0.32,0.3515349089921217,0.8386260531432275,0.49540581929555894,0.6705,0.7344748664353276,0.460125
ExtraTrees,0.33,0.3580798213787329,0.83149708360337,0.500585251658213,0.68,0.7376472563750163,0.447875
ExtraTrees,0.34,0.36298830909609353,0.8250162022034997,0.5041584158415842,0.687,0.7395175482134115,0.438375
ExtraTrees,0.35,0.37238740064763026,0.8198314970836034,0.5121457489878543,0.69875,0.7448236004854287,0.424625
ExtraTrees,0.36,0.3792579075425791,0.8081659105638367,0.516249223763196,0.707875,0.7460374233011223,0.411
ExtraTrees,0.37,0.3883830455259027,0.8016850291639663,0.5232656514382402,0.71825,0.7499984693597437,0.398125
ExtraTrees,0.38,0.3934691238279987,0.7887232663642255,0.5250215703192407,0.72475,0.7490929325471429,0.386625
ExtraTrees,0.39,0.4005994005994006,0.779650032404407,0.5292564892212934,0.7325,0.7504414015204628,0.375375
ExtraTrees,0.4,0.41030927835051545,0.7738172391445236,0.5362676847069392,0.741875,0.754029573575669,0.36375
ExtraTrees,0.41,0.417320028510335,0.7589112119248218,0.5385146010577144,0.749125,0.7528488226264964,0.35075
ExtraTrees,0.42,0.42618073633320935,0.7427090084251459,0.5415879017013232,0.7575,0.7518717722937251,0.336125
ExtraTrees,0.43,0.4352850539291217,0.7323395981853532,0.5460256100507369,0.765125,0.7526495884685478,0.3245
ExtraTrees,0.44,0.44369009584664537,0.7200259235255995,0.549048678033111,0.771875,0.7521455310674303,0.313
ExtraTrees,0.45,0.4506402313093763,0.7070641607258588,0.5504540867810293,0.77725,0.7505430761814209,0.302625
ExtraTrees,0.46,0.45947098976109213,0.6979909267660401,0.5541548752251093,0.783375,0.7508848857153725,0.293
ExtraTrees,0.47,0.4670499778858912,0.6843810758263124,0.555205047318612,0.7885,0.7488809514178798,0.282625
ExtraTrees,0.48,0.475417439703154,0.6642903434867142,0.5542038388753717,0.793875,0.74456580051833,0.2695
ExtraTrees,0.49,0.48290804044294655,0.6500324044069994,0.5541436464088397,0.79825,0.7418506454433944,0.259625
ExtraTrees,0.5,0.495,0.6416072585871678,0.558848433530906,0.804625,0.7425939343888294,0.25
ExtraTrees,0.51,0.5015608740894901,0.6247569669475048,0.5564213564213564,0.807875,0.7381954263264704,0.24025
ExtraTrees,0.52,0.5075675675675676,0.6085547634478289,0.5534924845269673,0.810625,0.7337337856266557,0.23125
ExtraTrees,0.53,0.5154755205402364,0.593648736228127,0.5518072289156627,0.814,0.7301525390912975,0.222125
ExtraTrees,0.54,0.5242030696576151,0.5755022683084899,0.5486561631139945,0.817375,0.725338248913421,0.21175
ExtraTrees,0.55,0.536887786732796,0.5612443292287751,0.5487959442332065,0.822,0.7227779645214651,0.201625
ExtraTrees,0.56,0.5489556135770235,0.5450421257290992,0.5469918699186992,0.825875,0.7190132418950591,0.1915
ExtraTrees,0.57,0.5590443686006826,0.5307841866493843,0.5445478723404256,0.82875,0.7153688627222452,0.183125
ExtraTrees,0.58,0.5684286748732802,0.508749189889825,0.5369357045143639,0.83075,0.7082231314169583,0.172625
ExtraTrees,0.59,0.5779467680608364,0.49254698639014904,0.5318404478656403,0.83275,0.7032968786682045,0.164375
ExtraTrees,0.6,0.5869218500797448,0.4769928710304601,0.5262781551662495,0.834375,0.6983849286234847,0.15675
ExtraTrees,0.61,0.6008333333333333,0.4672715489306546,0.5257017863652935,0.837375,0.6965442458916863,0.15
ExtraTrees,0.62,0.6086191732629728,0.44847699287103043,0.5164179104477612,0.838,0.6897797694725293,0.142125
ExtraTrees,0.63,0.6162361623616236,0.43292287751134156,0.5085649029311001,0.838625,0.6842483366958907,0.1355
ExtraTrees,0.64,0.6287367405978785,0.4225534672715489,0.5054263565891473,0.8405,0.6814641271621799,0.129625
ExtraTrees,0.65,0.6390293225480284,0.40959170447180815,0.49921011058451814,0.8415,0.6771514353240256,0.123625
ExtraTrees,0.66,0.6516129032258065,0.3927414128321452,0.4900930044480388,0.842375,0.6712816557733593,0.11625
ExtraTrees,0.67,0.658703071672355,0.3752430330524951,0.47811725846407926,0.842,0.6643909140792907,0.109875
ExtraTrees,0.68,0.6707168894289186,0.3577446532728451,0.46661031276415893,0.84225,0.6578873490926715,0.102875
ExtraTrees,0.69,0.687741935483871,0.34543097861309136,0.4598792062122519,0.8435,0.6539761366660005,0.096875
ExtraTrees,0.7,0.6913407821229051,0.3208036292935839,0.43824701195219123,0.841375,0.6432886041775338,0.0895
ExtraTrees,0.71,0.6976047904191617,0.3020090732339598,0.42152872003618275,0.840125,0.635362597636029,0.0835
ExtraTrees,0.72,0.7133550488599348,0.2838626053143227,0.40611961057023643,0.839875,0.6283026825549467,0.07675
ExtraTrees,0.73,0.7204301075268817,0.26053143227478937,0.3826749167063303,0.837875,0.6181858028649772,0.06975
ExtraTrees,0.74,0.7405940594059406,0.2423849643551523,0.365234375,0.8375,0.611048452442405,0.063125
ExtraTrees,0.75,0.7505422993492408,0.22423849643551522,0.34530938123752497,0.836,0.6032141839464242,0.057625
ExtraTrees,0.76,0.7652811735941321,0.20285158781594298,0.3206967213114754,0.83425,0.5939920011249453,0.051125
ExtraTrees,0.77,0.7590027700831025,0.17757615035644847,0.28781512605042014,0.8305,0.5820512004686067,0.045125
ExtraTrees,0.78,0.774294670846395,0.16007777057679845,0.2653061224489796,0.829,0.5744635407011296,0.039875
ExtraTrees,0.79,0.7907801418439716,0.14452365521710953,0.24438356164383562,0.827625,0.5676931424606533,0.03525
ExtraTrees,0.8,0.8024193548387096,0.1289695398574206,0.2222222222222222,0.825875,0.5606904381957074,0.031
ExtraTrees,0.81,0.8093023255813954,0.11276733635774465,0.19795221843003413,0.82375,0.5532088191777882,0.026875
ExtraTrees,0.82,0.8010471204188482,0.09915748541801685,0.17647058823529413,0.8215,0.546636199732394,0.023875
ExtraTrees,0.83,0.8047337278106509,0.0881399870382372,0.1588785046728972,0.82,0.5415146272499534,0.021125
ExtraTrees,0.84,0.7969924812030075,0.06869734283862605,0.12649164677804295,0.817,0.5322579171990869,0.016625
ExtraTrees,0.85,0.8269230769230769,0.05573558003888529,0.10443230115361263,0.815625,0.5264739538726252,0.013
ExtraTrees,0.86,0.8235294117647058,0.04536616979909268,0.085995085995086,0.814,0.5215215547771985,0.010625
ExtraTrees,0.87,0.7887323943661971,0.03629293583927414,0.06939281288723669,0.81225,0.5169849377972893,0.008875
ExtraTrees,0.88,0.7608695652173914,0.02268308489954634,0.04405286343612335,0.810125,0.5104897536933848,0.00575
ExtraTrees,0.89,0.8157894736842105,0.020090732339598186,0.0392156862745098,0.810125,0.50950331877937,0.00475
ExtraTrees,0.9,0.875,0.013609850939727802,0.026802807913209957,0.809375,0.5065726194453943,0.003
HistGradientBoosting,0.1,0.22186495176848875,0.9837977965003241,0.3620751341681574,0.331375,0.5796331401581688,0.85525
HistGradientBoosting,0.11,0.22777192718519632,0.9812054439403759,0.36971916971916974,0.35475,0.5931271141027572,0.830875
HistGradientBoosting,0.12,0.23380456734503652,0.9753726506804925,0.37719298245614036,0.37875,0.6057752211122767,0.804625
HistGradientBoosting,0.13,0.23945686900958466,0.9714841218405703,0.3842112008201974,0.399375,0.6170724000870809,0.7825
HistGradientBoosting,0.14,0.24459370904325034,0.9675955930006481,0.39047992676866744,0.417375,0.6267434368905982,0.763
HistGradientBoosting,0.15,0.24949731903485256,0.9650032404407,0.39648515510584476,0.433375,0.635668725687285,0.746
HistGradientBoosting,0.16,0.25363932180167836,0.9598185353208036,0.40124627472229746,0.4475,0.6424460494476095,0.729875
HistGradientBoosting,0.17,0.2594156986976417,0.9552819183408944,0.40802768166089964,0.465375,0.6517930421811333,0.71025
HistGradientBoosting,0.18,0.26444644464446443,0.9520414776409591,0.4139194139194139,0.48,0.659619933492928,0.694375
HistGradientBoosting,0.19,0.26997601033401,0.948152948801037,0.42028152829646653,0.4955,0.6677422634666482,0.677375
HistGradientBoosting,0.2,0.2746651575174495,0.9436163318211277,0.4254821741671537,0.5085,0.6740692778820676,0.662625
HistGradientBoosting,0.21,0.2805043646944714,0.9371354504212573,0.4317706778142729,0.52425,0.6813600436247529,0.644375
HistGradientBoosting,0.22,0.2848088730441672,0.931950745301361,0.4362864077669903,0.5355,0.6863563545308106,0.631125
HistGradientBoosting,0.23,0.28999594977723775,0.9280622164614387,0.4419071130998303,0.547875,0.6925428009672843,0.61725
HistGradientBoosting,0.24,0.29448361675653256,0.9202851587815943,0.4461901021209741,0.559375,0.6967075476423071,0.60275
HistGradientBoosting,0.25,0.2998510321344967,0.9131561892417369,0.45145786606856775,0.572,0.7018158211192423,0.587375
HistGradientBoosting,0.26,0.30539834566826296,0.9092676604018146,0.45722665797620987,0.583625,0.7075376555067769,0.57425
HistGradientBoosting,0.27,0.3109430604982206,0.9060272197018795,0.4629905613512171,0.594625,0.713118921915366,0.562
HistGradientBoosting,0.28,0.315158371040724,0.9027867790019443,0.4672144893509978,0.602875,0.716996610811178,0.5525
HistGradientBoosting,0.29,0.3193354868481772,0.8969539857420609,0.47098859962565937,0.611375,0.7200427354759553,0.54175
HistGradientBoosting,0.3,0.3229068673565381,0.8898250162022034,0.4738567730802416,0.618875,0.7219761599518064,0.5315
HistGradientBoosting,0.31,0.32664277180406215,0.8859364873622813,0.47730446927374304,0.62575,0.7247554513627266,0.523125
HistGradientBoosting,0.32,0.3296863603209336,0.8788075178224238,0.4794908062234795,0.632,0.7259145224236789,0.514125
HistGradientBoosting,0.33,0.3351552795031056,0.8742709008425146,0.48455459770114945,0.64125,0.7299184765944027,0.503125
HistGradientBoosting,0.34,0.34026369168356996,0.8697342838626053,0.48915618735192273,0.649625,0.7333803833746975,0.493
HistGradientBoosting,0.35,0.3462833462833463,0.8664938431626701,0.4948186528497409,0.65875,0.7378001196609385,0.482625
HistGradientBoosting,0.36,0.3510301109350238,0.8613091380427739,0.49878025896040534,0.666125,0.7403959349808108,0.47325
HistGradientBoosting,0.37,0.3550120935232464,0.8561244329228775,0.5018996960486323,0.67225,0.7422173968857844,0.465125
HistGradientBoosting,0.38,0.3608219178082192,0.8535320803629294,0.5072212593876372,0.680125,0.7461093884856307,0.45625
HistGradientBoosting,0.39,0.36475524475524473,0.8451069345430978,0.5095740523642047,0.68625,0.7466978067480861,0.446875
HistGradientBoosting,0.4,0.3692043503148254,0.8360337005832793,0.5122096486003573,0.692875,0.747349357647997,0.43675
HistGradientBoosting,0.41,0.3732476635514019,0.8282566429034348,0.5145963358163882,0.698625,0.7479520786144864,0.428
HistGradientBoosting,0.42,0.3787106446776612,0.8185353208036293,0.5178351783517835,0.706,0.7488216328348332,0.416875
HistGradientBoosting,0.43,0.38627269929208985,0.813350615683733,0.5237896494156928,0.71475,0.7522692369110937,0.406125
HistGradientBoosting,0.44,0.39040451552210725,0.8068697342838627,0.5262045646661031,0.71975,0.7529005632856514,0.398625
HistGradientBoosting,0.45,0.39531149646756586,0.797796500324044,0.5286665235129911,0.725625,0.7530875021366232,0.38925
HistGradientBoosting,0.46,0.40145502645502645,0.7867790019442644,0.5316400262754544,0.732625,0.7532315328754928,0.378
HistGradientBoosting,0.47,0.40978593272171254,0.7815942968243681,0.5376727596968346,0.74075,0.7562919602443042,0.367875
HistGradientBoosting,0.48,0.4176861237329605,0.7744653272845107,0.5426884650317892,0.74825,0.7582253847201552,0.357625
HistGradientBoosting,0.49,0.42472152353575277,0.7660401814646792,0.5464632454923717,0.75475,0.7590461090070801,0.347875
HistGradientBoosting,0.5,0.43444444444444447,0.7602073882047958,0.5529106764082018,0.762875,0.7618599276473879,0.3375
HistGradientBoosting,0.51,0.44036697247706424,0.7465975372650681,0.5539793219523924,0.768125,0.7599334286913848,0.327
HistGradientBoosting,0.52,0.44633663366336634,0.7303953337653921,0.5540806293018682,0.77325,0.7569430594798774,0.315625
HistGradientBoosting,0.53,0.45329000812347686,0.7232663642255347,0.5573033707865168,0.778375,0.7574052124674212,0.30775
HistGradientBoosting,0.54,0.46186085498742663,0.7141931302657162,0.5609569865105625,0.784375,0.757669586659883,0.29825
HistGradientBoosting,0.55,0.469538729329852,0.6992871030460143,0.5618328560270763,0.789625,0.7552498702468727,0.28725
HistGradientBoosting,0.56,0.47612612612612615,0.6850291639662994,0.5617858091947914,0.793875,0.7524572798304472,0.2775
HistGradientBoosting,0.57,0.4853692522062239,0.6772521062864549,0.5654761904761905,0.79925,0.752827694772467,0.269125
HistGradientBoosting,0.58,0.4923591212989494,0.6681788723266364,0.5669507836128678,0.803125,0.7517756681596013,0.26175
HistGradientBoosting,0.59,0.5052109181141439,0.659753726506805,0.5722315907813378,0.80975,0.7526738277880161,0.251875
HistGradientBoosting,0.6,0.5130035696073432,0.6519766688269605,0.5742009132420092,0.8135,0.7520375832906678,0.245125
HistGradientBoosting,0.61,0.5211193241816262,0.6396629941672067,0.5743380855397149,0.817125,0.7495976423523041,0.23675
HistGradientBoosting,0.62,0.5322404371584699,0.6312378483473753,0.5775274236584643,0.821875,0.7493342718583709,0.22875
HistGradientBoosting,0.63,0.5415959252971138,0.6202203499675956,0.5782477341389728,0.8255,0.7473875483770145,0.220875
HistGradientBoosting,0.64,0.5475352112676056,0.6046662346079067,0.5746843239913767,0.827375,0.7426304690152744,0.213
HistGradientBoosting,0.65,0.5556231003039513,0.592352559948153,0.5734002509410289,0.83,0.7395710453449917,0.205625
HistGradientBoosting,0.66,0.5644955300127714,0.5729099157485418,0.5686715985847539,0.832375,0.7336440549781891,0.19575
HistGradientBoosting,0.67,0.5733333333333334,0.5573558003888529,0.5652316792638843,0.834625,0.7291192816409187,0.1875
HistGradientBoosting,0.68,0.5773480662983426,0.5418016850291639,0.5590103644266132,0.835125,0.7235104135227901,0.181
HistGradientBoosting,0.69,0.5857860732232592,0.5288399222294232,0.555858310626703,0.837,0.7197397690750647,0.174125
HistGradientBoosting,0.7,0.5958240119313944,0.5178224238496435,0.5540915395284327,0.83925,0.7169412568373198,0.167625
HistGradientBoosting,0.71,0.6029411764705882,0.5048606610499028,0.5495590828924162,0.840375,0.7127060003406553,0.1615
HistGradientBoosting,0.72,0.6196721311475409,0.4899546338302009,0.5472312703583062,0.843625,0.7090473184638073,0.1525
HistGradientBoosting,0.73,0.6298533218291631,0.47310434219053793,0.540340488527017,0.84475,0.7033324095961208,0.144875
HistGradientBoosting,0.74,0.6389396709323584,0.45301360985093975,0.5301478953356087,0.845125,0.6959198450369768,0.13675
HistGradientBoosting,0.75,0.6475170399221032,0.4309786130913804,0.5175097276264592,0.845,0.6874577129263624,0.128375
HistGradientBoosting,0.76,0.6624869383490073,0.41088788075178223,0.5072,0.846,0.6804323250746677,0.119625
HistGradientBoosting,0.77,0.6718061674008811,0.3953337653920933,0.49775601795185637,0.846125,0.6745911509320696,0.1135
HistGradientBoosting,0.78,0.6954436450839329,0.3758911211924822,0.4880100967606226,0.847875,0.6682769838578176,0.10425
HistGradientBoosting,0.79,0.7100515463917526,0.3570965651328581,0.47520482966796035,0.847875,0.6611253307312115,0.097
HistGradientBoosting,0.8,0.7140883977900553,0.33506156837329876,0.4561093956771063,0.845875,0.6515016684982492,0.0905
HistGradientBoosting,0.81,0.7304216867469879,0.31432274789371356,0.4395106479383779,0.845375,0.6433004478201726,0.083
HistGradientBoosting,0.82,0.7483552631578947,0.2948801036941024,0.42305904230590424,0.844875,0.6355924445991032,0.076
HistGradientBoosting,0.83,0.7730627306273062,0.27154893065456903,0.40191846522781777,0.844125,0.6262499183240322,0.06775
HistGradientBoosting,0.84,0.7926078028747433,0.25016202203499677,0.38029556650246304,0.84275,0.617260041527023,0.060875
HistGradientBoosting,0.85,0.8065268065268065,0.22423849643551522,0.3509127789046653,0.84,0.6056921148740996,0.053625
HistGradientBoosting,0.86,0.8271276595744681,0.2015554115359689,0.32412714955706096,0.837875,0.5957444085711439,0.047
HistGradientBoosting,0.87,0.8317757009345794,0.1730395333765392,0.286480686695279,0.83375,0.5823382582478174,0.040125
HistGradientBoosting,0.88,0.8383458646616542,0.14452365521710953,0.24654505251520176,0.829625,0.5689321079244909,0.03325
HistGradientBoosting,0.89,0.8542713567839196,0.1101749837977965,0.19517795637198623,0.82475,0.5528418669956924,0.024875
HistGradientBoosting,0.9,0.8733333333333333,0.084899546338302,0.15475487300649735,0.821125,0.5409785016808437,0.01875
